id;Kanji;Strokes;JLPT-test;"Name of Radical";"Reading within Joyo";"Reading beyond Joyo"
1158;接;11;2;Tehen;セツ、つ-ぐ;
1670;販;11;2;"Kai, Kaihen";ハン;
1159;設;11;2;"Gon, Gonben";セツ、もう-ける;
136;仮;6;2;"Hito, Ninben, Hitoyane";カ、[ケ]、かり;たと
648;講;17;2;"Gon, Gonben";コウ;
393;漁;14;2;"Mizu, Sanzui, Shitamizu";ギョ、リョウ;すなど、あさ
1162;節;13;2;"Take, Takekanmuri";セツ、[セチ]、ふし;
140;価;8;2;"Hito, Ninben, Hitoyane";カ、あたい;
396;叫;6;2;"Kuchi, Kuchihen";キョウ、さけ-ぶ;
1421;沈;7;2;"Mizu, Sanzui, Shitamizu";チン、しず-む、しず-める;ジン
142;河;8;2;"Mizu, Sanzui, Shitamizu";カ、かわ;
1422;珍;9;2;"Tama, Oo";チン、めずら-しい;
911;柔;9;2;"Ki, Kihen";ジュウ、ニュウ、やわ-らか、やわ-らかい;
401;協;8;2;Juu;キョウ;
1169;占;5;2;Uranai;セン、し-める、うらな-う;
1425;賃;13;2;"Kai, Kaihen";チン;
1937;綿;14;2;"Ito, Itohen";メン、わた;
402;況;8;2;"Mizu, Sanzui, Shitamizu";キョウ;
659;谷;7;2;Tani;コク、たに;きわ
1683;比;4;2;Kuraberu;ヒ、くら-べる;
148;荷;10;2;Kusakanmuri;カ、に;
404;挟;9;2;Tehen;キョウ、はさ-む、はさ-まる;さしはさ
1172;専;9;2;Sun;セン、もっぱ-ら;
1684;皮;5;2;Kegawa;ヒ、かわ;
1173;泉;9;2;"Mizu, Sanzui, Shitamizu";セン、いずみ;
1941;毛;4;2;Ke;モウ、け;モ
150;菓;11;2;Kusakanmuri;カ;
1174;浅;9;2;"Mizu, Sanzui, Shitamizu";セン、あさ-い;
151;貨;11;2;"Kai, Kaihen";カ;
919;祝;9;2;"Shimesu, Shimesuhen";シュク、[シュウ]、いわ-う;のりと、ほ
1687;批;7;2;Tehen;ヒ;
408;胸;10;2;"Niku, Nikuzuki";キョウ、むね、[むな];
666;骨;10;2;"Hone, Honehen";コツ、ほね;
413;境;14;2;"Tsuchi, Tsuchihen";キョウ、[ケイ]、さかい;
414;橋;16;2;"Ki, Kihen";キョウ、はし;
927;述;8;2;Shinnyoo;ジュツ、の-べる;
1696;被;10;2;"Koromo, Koromohen";ヒ、こうむ-る;かず、かぶ
417;競;20;2;Tatsu;キョウ、ケイ、きそ-う、せ-る;
162;課;15;2;"Gon, Gonben";カ;
674;根;10;2;"Ki, Kihen";コン、ね;
1442;底;8;2;Madare;テイ、そこ;
676;混;11;2;"Mizu, Sanzui, Shitamizu";コン、ま-じる、ま-ざる、ま-ぜる、こ-む;
1190;線;15;2;"Ito, Itohen";セン;
937;純;10;2;"Ito, Itohen";ジュン;
426;極;12;2;"Ki, Kihen";キョク、ゴク、きわ-める、きわ-まる、きわ-み;
427;玉;5;2;"Tama, Oo";ギョク、たま;
939;順;12;2;Oogai;ジュン;したが
1451;停;11;2;"Hito, Ninben, Hitoyane";テイ;
172;介;4;2;"Hito, Ninben, Hitoyane";カイ;ケ、すけ
940;準;13;2;"Mizu, Sanzui, Shitamizu";ジュン;
1708;鼻;14;2;Hana;ビ、はな;
1964;油;8;2;"Mizu, Sanzui, Shitamizu";ユ、あぶら;
685;査;9;2;"Ki, Kihen";サ;
174;灰;6;2;"Hi, Hihen, Renga";カイ、はい;
430;均;7;2;"Tsuchi, Tsuchihen";キン;ひと
686;砂;9;2;"Ishi, Ishihen";サ、シャ、すな;
1198;善;12;2;"Kuchi, Kuchihen";ゼン、よ-い;
1711;匹;4;2;Kakushigamae;ヒツ、ひき;ピキ
176;快;7;2;"Kokoro, Risshinben, Shitagokoro";カイ、こころよ-い;
1968;輸;16;2;"Kuruma, Kurumahen";ユ;
178;改;7;2;Nobun;カイ、あらた-める、あらた-まる;
1714;筆;12;2;"Take, Takekanmuri";ヒツ、ふで;
1459;泥;8;2;"Mizu, Sanzui, Shitamizu";デイ、どろ;なず
949;署;13;2;Amigashira;ショ;
1717;氷;5;2;"Mizu, Sanzui, Shitamizu";ヒョウ、こおり、ひ;こお
1973;勇;9;2;Chikara;ユウ、いさ-む;ユ
438;禁;13;2;"Shimesu, Shimesuhen";キン;
694;再;6;2;Doogamae;サイ、[サ]、ふたた-び;
951;諸;15;2;"Gon, Gonben";ショ;もろもろ
1463;滴;14;2;"Mizu, Sanzui, Shitamizu";テキ、しずく、したた-る;
1976;郵;11;2;Oozato;ユウ;
185;械;11;2;"Ki, Kihen";カイ;
1721;評;12;2;"Gon, Gonben";ヒョウ;
1723;標;15;2;"Ki, Kihen";ヒョウ;
188;階;12;2;Kozatohen;カイ;はし、しな
1469;鉄;13;2;"Kane, Kanehen";テツ;くろがね
1725;秒;9;2;"Nogi, Nogihen";ビョウ;
702;採;11;2;Tehen;サイ、と-る;
704;祭;11;2;"Shimesu, Shimesuhen";サイ、まつ-る、まつ-り;
1217;双;4;2;Mata;ソウ、ふた;
706;細;11;2;"Ito, Itohen";サイ、ほそ-い、ほそ-る、こま-か、こま-かい;ささ
962;召;5;2;"Kuchi, Kuchihen";ショウ、め-す;
196;貝;7;2;"Kai, Kaihen";かい;
964;床;7;2;Madare;ショウ、とこ、ゆか;
1476;展;10;2;Shikabane;テン;の
1990;預;13;2;Oogai;ヨ、あず-ける、あず-かる;
455;隅;12;2;Kozatohen;グウ、すみ;
1991;幼;5;2;Itogashira;ヨウ、おさな-い;
969;承;8;2;Te;ショウ、うけたまわ-る;う
458;掘;11;2;Tehen;クツ、ほ-る;
970;昇;8;2;"Nichi, Nichihen";ショウ、のぼ-る;
1482;殿;13;2;Rumata;デン、テン、との、どの;しんがり
1228;捜;10;2;Tehen;ソウ、さが-す;
1740;布;5;2;"Haba, Kinben";フ、ぬの;ホ、し
718;材;7;2;"Ki, Kihen";ザイ;
1742;府;8;2;Madare;フ;
463;訓;10;2;"Gon, Gonben";クン;キン
975;将;10;2;Sun;ショウ;まさ、は
1232;掃;11;2;Tehen;ソウ、は-く;
210;各;6;2;"Kuchi, Kuchihen";カク、おのおの;
466;軍;9;2;"Kuruma, Kurumahen";グン;いくさ
211;角;7;2;"Tsuno, Tsunohen";カク、かど、つの;すみ、ずみ
1491;塗;13;2;"Tsuchi, Tsuchihen";ト、ぬ-る;まみ
2003;溶;13;2;"Mizu, Sanzui, Shitamizu";ヨウ、と-ける、と-かす、と-く;
212;拡;8;2;Tehen;カク;ひろ
468;群;13;2;Hitsuji;グン、む-れる、む-れ、[むら];
2004;腰;13;2;"Niku, Nikuzuki";ヨウ、こし;
213;革;9;2;"Kakunokawa, Kawahen";カク、かわ;
1751;符;11;2;"Take, Takekanmuri";フ;
2007;踊;14;2;"Ashi, Ashihen";ヨウ、おど-る、おど-り;
984;章;11;2;Tatsu;ショウ;あき
985;紹;11;2;"Ito, Itohen";ショウ;
1241;装;12;2;"Koromo, Koromohen";ソウ、ショウ、よそお-う;
1753;普;12;2;"Nichi, Nichihen";フ;あまね
219;較;13;2;"Kuruma, Kurumahen";カク;コウ、くら
476;型;9;2;"Tsuchi, Tsuchihen";ケイ、かた;
732;咲;9;2;"Kuchi, Kuchihen";さ-く;
1244;層;14;2;Shikabane;ソウ;
1500;灯;6;2;"Hi, Hihen, Renga";トウ、ひ;ドン、ともしび、あかし
1756;膚;15;2;"Niku, Nikuzuki";フ;はだ
733;冊;5;2;Doogamae;サツ、サク;
1245;総;14;2;"Ito, Itohen";ソウ;ス、ふさ、すべ
734;札;5;2;"Ki, Kihen";サツ、ふだ;
990;焼;12;2;"Hi, Hihen, Renga";ショウ、や-く、や-ける;
479;恵;10;2;"Kokoro, Risshinben, Shitagokoro";ケイ、エ、めぐ-む;
735;刷;8;2;"Katana, Rittoo";サツ、す-る;はけ、ばけ
2015;浴;10;2;"Mizu, Sanzui, Shitamizu";ヨク、あ-びる、あ-びせる;
1760;武;8;2;Tomeru;ブ、ム;
1249;操;16;2;Tehen;ソウ、みさお、あやつ-る;
2017;翌;11;2;Hane;ヨク;
1250;燥;17;2;"Hi, Hihen, Renga";ソウ;
1763;封;9;2;Sun;フウ、ホウ;
996;象;12;2;Inoko;ショウ、ゾウ;に
1508;凍;10;2;Nisui;トウ、こお-る、こご-える;
229;額;18;2;Oogai;ガク、ひたい;ぬか
485;敬;12;2;Nobun;ケイ、うやま-う;キョウ
1254;造;10;2;Shinnyoo;ゾウ、つく-る;な
1510;島;10;2;"Yama, Yamahen";トウ、しま;
743;皿;5;2;Sara;さら;
999;照;13;2;"Hi, Hihen, Renga";ショウ、て-る、て-らす、て-れる;
1255;像;14;2;"Hito, Ninben, Hitoyane";ゾウ;かた
1767;副;11;2;"Katana, Rittoo";フク;フ、そ、ぞ
488;傾;13;2;"Hito, Ninben, Hitoyane";ケイ、かたむ-く、かたむ-ける;
1768;幅;12;2;"Haba, Kinben";フク、はば;
1257;憎;14;2;"Kokoro, Risshinben, Shitagokoro";ゾウ、にく-む、にく-い、にく-らしい、にく-しみ;
1769;復;12;2;Gyooninben;フク;
2025;絡;12;2;"Ito, Itohen";ラク、から-む、から-まる、から-める;
1258;蔵;15;2;Kusakanmuri;ゾウ、くら;
1514;党;10;2;Shoo;トウ;
1259;贈;18;2;"Kai, Kaihen";ゾウ、[ソウ]、おく-る;
1260;臓;19;2;"Niku, Nikuzuki";ゾウ;
1772;複;14;2;"Koromo, Koromohen";フク;
1005;賞;15;2;"Kai, Kaihen";ショウ;
2029;乱;7;2;"Otsu, Otsunyoo";ラン、みだ-れる、みだ-す;
1518;塔;12;2;"Tsuchi, Tsuchihen";トウ;
2030;卵;7;2;"Fushizukuri, Warifu";ラン、たまご;
1775;沸;8;2;"Mizu, Sanzui, Shitamizu";フツ、わ-く、わ-かす;
1776;仏;4;2;"Hito, Ninben, Hitoyane";ブツ、ほとけ;フツ
753;算;14;2;"Take, Takekanmuri";サン;
1265;則;9;2;"Katana, Rittoo";ソク;のっと、すなわ、のり
1521;湯;12;2;"Mizu, Sanzui, Shitamizu";トウ、ゆ;タン
498;芸;7;2;Kusakanmuri;ゲイ;ゲ
1778;粉;10;2;"Kome, Komehen";フン、こ、こな;
1012;条;7;2;"Ki, Kihen";ジョウ;
502;劇;15;2;"Katana, Rittoo";ゲキ;はげ
1270;測;12;2;"Mizu, Sanzui, Shitamizu";ソク、はか-る;
1526;筒;12;2;"Take, Takekanmuri";トウ、つつ;
247;干;3;2;Ichijuu;カン、ほ-す、ひ-る;
1015;城;9;2;"Tsuchi, Tsuchihen";ジョウ、しろ;セイ
248;刊;5;2;"Katana, Rittoo";カン;
2040;裏;13;2;"Koromo, Koromohen";リ、うら;
249;甘;5;2;Amai;カン、あま-い、あま-える、あま-やかす;うま
250;汗;6;2;"Mizu, Sanzui, Shitamizu";カン、あせ;
508;血;6;2;Chi;ケツ、ち;
1276;卒;8;2;Juu;ソツ;
2044;陸;11;2;Kozatohen;リク;ロク、おか、くが
765;史;5;2;"Kuchi, Kuchihen";シ;ふみ
1021;畳;12;2;"Ta, Tahen";ジョウ、たた-む、たたみ;
766;司;5;2;"Kuchi, Kuchihen";シ;ス、ズ、つかさど、つかさ
1022;蒸;13;2;Kusakanmuri;ジョウ、む-す、む-れる、む-らす;
1790;兵;7;2;Hachi;ヘイ、ヒョウ;つわもの
2046;律;9;2;Gyooninben;リツ、[リチ];
512;潔;15;1;"Mizu, Sanzui, Shitamizu";ケツ、いさぎよ-い;きよ
1024;壌;16;1;"Tsuchi, Tsuchihen";ジョウ;
1;亜;7;1;Ni;ア;
769;矢;5;1;"Ya, Yahen";シ、や;
1025;嬢;16;1;"Onna, Onnahen";ジョウ;
1537;洞;9;1;"Mizu, Sanzui, Shitamizu";ドウ、ほら;トウ
1793;柄;9;1;"Ki, Kihen";ヘイ、がら、え;
2049;柳;9;1;"Ki, Kihen";リュウ、やなぎ;
2;哀;9;1;"Kuchi, Kuchihen";アイ、あわ-れ、あわ-れむ;かな
258;陥;10;1;Kozatohen;カン、おちい-る、おとしい-れる;
770;旨;6;1;"Nichi, Nichihen";シ、むね;うま
1026;錠;16;1;"Kane, Kanehen";ジョウ;
1538;胴;10;1;"Niku, Nikuzuki";ドウ;
1794;陛;10;1;Kozatohen;ヘイ;
1027;譲;20;1;"Gon, Gonben";ジョウ、ゆず-る;
260;勘;11;1;Chikara;カン;
1028;醸;20;1;"Tori, Torihen";ジョウ、かも-す;
1796;塀;12;1;"Tsuchi, Tsuchihen";ヘイ;
2052;竜;10;1;Ryuu;リュウ、たつ;リョウ
261;患;11;1;"Kokoro, Risshinben, Shitagokoro";カン、わずら-う;
773;至;6;1;Itaru;シ、いた-る;
1797;幣;15;1;"Haba, Kinben";ヘイ;ぬさ
262;貫;11;1;"Kai, Kaihen";カン、つらぬ-く;
1286;汰;7;1;"Mizu, Sanzui, Shitamizu";タ;
1798;弊;15;1;"Komanuki, Nijuuashi";ヘイ;
2054;隆;11;1;Kozatohen;リュウ;ル、たか
7;握;12;1;Tehen;アク、にぎ-る;
2055;硫;12;1;"Ishi, Ishihen";リュウ;いおう
264;喚;12;1;"Kuchi, Kuchihen";カン;よ
1288;妥;7;1;"Onna, Onnahen";ダ;
9;扱;6;1;Tehen;あつか-う;
265;堪;12;1;"Tsuchi, Tsuchihen";カン、た-える;
1033;殖;12;1;Kabanehen;ショク、ふ-える、ふ-やす;
522;倹;10;1;"Hito, Ninben, Hitoyane";ケン;
1034;飾;13;1;"Shoku, Shokuhen";ショク、かざ-る;シキ
1290;堕;12;1;"Tsuchi, Tsuchihen";ダ;お
1546;瞳;17;1;"Me, Mehen";ドウ、ひとみ;トウ
2058;虜;13;1;Toragashira;リョ;とりこ
11;嵐;12;1;"Yama, Yamahen";あらし;ラン
267;敢;12;1;Nobun;カン;あ
523;兼;10;1;Hachi;ケン、か-ねる;
1291;惰;12;1;"Kokoro, Risshinben, Shitagokoro";ダ;
1547;峠;9;1;"Yama, Yamahen";とうげ;
2059;慮;15;1;"Kokoro, Risshinben, Shitagokoro";リョ;
268;棺;12;1;"Ki, Kihen";カン;ひつぎ
524;剣;10;1;"Katana, Rittoo";ケン、つるぎ;
1036;嘱;15;1;"Kuchi, Kuchihen";ショク;
1292;駄;14;1;"Uma, Umahen";ダ;タ
1548;匿;10;1;Kakushigamae;トク;かく
1804;癖;18;1;Yamaidare;ヘキ、くせ;
269;款;12;1;Akubi;カン;
525;拳;10;1;Tehen;ケン、こぶし;
1037;織;18;1;"Ito, Itohen";ショク、シキ、お-る;
782;祉;8;1;"Shimesu, Shimesuhen";シ;
271;閑;12;1;Mongamae;カン;ひま、な
783;肢;8;1;"Niku, Nikuzuki";シ;
1039;辱;10;1;Shinnotatsu;ジョク、はずかし-める;
1551;督;13;1;"Me, Mehen";トク;
272;勧;13;1;Chikara;カン、すす-める;
784;姿;9;1;"Onna, Onnahen";シ、すがた;
1296;耐;9;1;Shikashite;タイ、た-える;
1552;徳;14;1;Gyooninben;トク;
273;寛;13;1;Ukanmuri;カン;ひろ
529;圏;12;1;Kunigamae;ケン;
1553;篤;16;1;"Take, Takekanmuri";トク;あつ
2065;猟;11;1;"Inu, Kemonohen";リョウ;かり
274;幹;13;1;Ichijuu;カン、みき;
530;堅;12;1;"Tsuchi, Tsuchihen";ケン、かた-い;
1298;怠;9;1;"Kokoro, Risshinben, Shitagokoro";タイ、おこた-る、なま-ける;
2066;陵;11;1;Kozatohen;リョウ、みささぎ;
531;検;12;1;"Ki, Kihen";ケン;
787;施;9;1;"Hoo, Hoohen";シ、セ、ほどこ-す;の
1299;胎;9;1;"Niku, Nikuzuki";タイ;
1555;独;9;1;"Inu, Kemonohen";ドク、ひと-り;
1811;偏;11;1;"Hito, Ninben, Hitoyane";ヘン、かたよ-る;
532;嫌;13;1;"Onna, Onnahen";ケン、[ゲン]、きら-う、いや;
1812;遍;12;1;Shinnyoo;ヘン;あまね
2068;僚;14;1;"Hito, Ninben, Hitoyane";リョウ;
533;献;13;1;"Inu, Kemonohen";ケン、[コン];
22;威;9;1;"Onna, Onnahen";イ;おど、たけ
534;絹;13;1;"Ito, Itohen";ケン、きぬ;
1302;泰;10;1;"Mizu, Sanzui, Shitamizu";タイ;やす
1558;凸;5;1;Ukebako;トツ;
1814;弁;5;1;"Komanuki, Nijuuashi";ベン;わきま
2070;寮;15;1;Ukanmuri;リョウ;
23;為;9;1;"Hi, Hihen, Renga";イ;ため、な
535;遣;13;1;Shinnyoo;ケン、つか-う、つか-わす;や
280;歓;15;1;Akubi;カン;よろこ
792;視;11;1;Miru;シ;み
1048;侵;9;1;"Hito, Ninben, Hitoyane";シン、おか-す;
2072;瞭;17;1;"Me, Mehen";リョウ;あき
281;監;15;1;Sara;カン;ケン、ゲン
537;憲;16;1;"Kokoro, Risshinben, Shitagokoro";ケン;のり
793;紫;12;1;"Ito, Itohen";シ、むらさき;
1305;逮;11;1;Shinnyoo;タイ;
1561;屯;4;1;Tetsu;トン;たむろ
2073;糧;18;1;"Kome, Komehen";リョウ、[ロウ]、かて;
26;尉;11;1;Sun;イ;じょう
282;緩;15;1;"Ito, Itohen";カン、ゆる-い、ゆる-やか、ゆる-む、ゆる-める;
1050;津;9;1;"Mizu, Sanzui, Shitamizu";シン、つ;
1562;豚;11;1;Inoko;トン、ぶた;
283;憾;16;1;"Kokoro, Risshinben, Shitagokoro";カン;
539;謙;17;1;"Gon, Gonben";ケン;へりくだ
284;還;16;1;Shinnyoo;カン;ゲン、かえ
796;嗣;13;1;"Kuchi, Kuchihen";シ;つ
1052;唇;10;1;"Kuchi, Kuchihen";シン、くちびる;
1308;隊;12;1;Kozatohen;タイ;
541;繭;18;1;"Ito, Itohen";ケン、まゆ;
1053;娠;10;1;"Onna, Onnahen";シン;
1309;滞;13;1;"Mizu, Sanzui, Shitamizu";タイ、とどこお-る;
2077;厘;9;1;Gandare;リン;
542;顕;18;1;Oogai;ケン;あらわ、あき
798;詩;13;1;"Gon, Gonben";シ;うた
1054;振;10;1;Tehen;シン、ふ-る、ふ-るう、ふ-れる;
1310;態;14;1;"Kokoro, Risshinben, Shitagokoro";タイ;わざ
1822;舗;15;1;"Hito, Ninben, Hitoyane";ホ;
2078;倫;10;1;"Hito, Ninben, Hitoyane";リン;
1055;浸;10;1;"Mizu, Sanzui, Shitamizu";シン、ひた-す、ひた-る;し
544;懸;20;1;"Kokoro, Risshinben, Shitagokoro";ケン、[ケ]、か-ける、か-かる;
800;飼;13;1;"Shoku, Shokuhen";シ、か-う;
1568;那;7;1;Oozato;ナ;
2080;隣;16;1;Kozatohen;リン、とな-る、となり;
1569;奈;8;1;Dai;ナ;
1825;墓;13;1;"Tsuchi, Tsuchihen";ボ、はか;
2081;臨;18;1;Shin;リン、のぞ-む;
290;艦;21;1;"Fune, Funehen";カン;
546;幻;4;1;Itogashira;ゲン、まぼろし;
802;雌;14;1;Furutori;シ、め、めす;
1826;慕;14;1;"Kokoro, Risshinben, Shitagokoro";ボ、した-う;
2082;瑠;14;1;"Tama, Oo";ル;
35;維;14;1;"Ito, Itohen";イ;
291;鑑;23;1;"Kane, Kanehen";カン、かんが-みる;かがみ
547;玄;5;1;Gen;ゲン;くろ
1059;紳;11;1;"Ito, Itohen";シン;
1571;梨;11;1;"Ki, Kihen";なし;リ
36;慰;15;1;"Kokoro, Risshinben, Shitagokoro";イ、なぐさ-める、なぐさ-む;
804;賜;15;1;"Kai, Kaihen";シ、たまわ-る;たまもの、たま
1828;簿;19;1;"Take, Takekanmuri";ボ;
2084;累;11;1;"Ito, Itohen";ルイ;
37;遺;15;1;Shinnyoo;イ、[ユイ];のこ
549;弦;8;1;"Yumi, Yumihen";ゲン、つる;
805;諮;16;1;"Gon, Gonben";シ、はか-る;
1317;滝;13;1;"Mizu, Sanzui, Shitamizu";たき;
2085;塁;12;1;"Tsuchi, Tsuchihen";ルイ;
38;緯;16;1;"Ito, Itohen";イ;よこいと
1062;診;12;1;"Gon, Gonben";シン、み-る;
1319;択;7;1;Tehen;タク;えら
1831;芳;7;1;Kusakanmuri;ホウ、かんば-しい;かお
1064;慎;13;1;"Kokoro, Risshinben, Shitagokoro";シン、つつし-む;
1320;沢;7;1;"Mizu, Sanzui, Shitamizu";タク、さわ;
1832;邦;7;1;Oozato;ホウ;くに
297;眼;11;1;"Me, Mehen";ガン、[ゲン]、まなこ;め
1321;卓;8;1;Juu;タク;
1833;奉;8;1;Dai;ホウ、[ブ]、たてまつ-る;
42;壱;7;1;Samurai;イチ;
298;頑;13;1;Oogai;ガン;
1066;審;15;1;Ukanmuri;シン;つまび
1322;拓;8;1;Tehen;タク;ひら
1578;尼;5;1;Shikabane;ニ、あま;
2090;励;7;1;Chikara;レイ、はげ-む、はげ-ます;
43;逸;11;1;Shinnyoo;イツ;イチ
555;源;13;1;"Mizu, Sanzui, Shitamizu";ゲン、みなもと;
1323;託;10;1;"Gon, Gonben";タク;かこつ
1579;弐;6;1;Shikigamae;ニ;
556;厳;17;1;Tsukanmuri;ゲン、[ゴン]、おごそ-か、きび-しい;
1068;薪;16;1;Kusakanmuri;シン、たきぎ;
45;芋;6;1;Kusakanmuri;いも;
301;企;6;1;"Hito, Ninben, Hitoyane";キ、くわだ-てる;
557;己;3;1;Onore;コ、キ、おのれ;
1325;諾;15;1;"Gon, Gonben";ダク;
2093;鈴;13;1;"Kane, Kanehen";レイ、リン、すず;
302;伎;6;1;"Hito, Ninben, Hitoyane";キ;
1326;濁;16;1;"Mizu, Sanzui, Shitamizu";ダク、にご-る、にご-す;ジョク
1582;虹;9;1;"Mushi, Mushihen";にじ;コウ
1838;泡;8;1;"Mizu, Sanzui, Shitamizu";ホウ、あわ;
815;侍;8;1;"Hito, Ninben, Hitoyane";ジ、さむらい;シ、はべ
1071;刃;3;1;"Katana, Rittoo";ジン、は;ニン
1327;但;7;1;"Hito, Ninben, Hitoyane";ただ-し;タン、た
1839;胞;9;1;"Niku, Nikuzuki";ホウ;
2095;霊;15;1;"Ame, Amekanmuri";レイ、リョウ、たま;
1072;仁;4;1;"Hito, Ninben, Hitoyane";ジン、[ニ];ひと
1840;俸;10;1;"Hito, Ninben, Hitoyane";ホウ;
2096;隷;16;1;Reizukuri;レイ;
1073;尽;6;1;Shikabane;ジン、つ-くす、つ-きる、つ-かす;ことごと
1329;脱;11;1;"Niku, Nikuzuki";ダツ、ぬ-ぐ、ぬ-げる;
1841;倣;10;1;"Hito, Ninben, Hitoyane";ホウ、なら-う;
50;姻;9;1;"Onna, Onnahen";イン;
306;岐;7;1;"Yama, Yamahen";キ;
1074;迅;6;1;Shinnyoo;ジン;
1330;奪;14;1;Dai;ダツ、うば-う;
1586;尿;7;1;Shikabane;ニョウ;
1842;峰;10;1;"Yama, Yamahen";ホウ、みね;ブ、プ
2098;麗;19;1;Shika;レイ、うるわ-しい;ライ
563;虎;8;1;Toragashira;コ、とら;
819;滋;12;1;"Mizu, Sanzui, Shitamizu";ジ;シ
1075;甚;9;1;Amai;ジン、はなは-だ、はなは-だしい;
1331;棚;12;1;"Ki, Kihen";たな;
1843;砲;10;1;"Ishi, Ishihen";ホウ;
2099;暦;14;1;"Nichi, Nichihen";レキ、こよみ;リャク
308;忌;7;1;"Kokoro, Risshinben, Shitagokoro";キ、い-む、い-まわしい;
564;孤;9;1;"Ko, Kohen";コ;
820;慈;13;1;"Kokoro, Risshinben, Shitagokoro";ジ、いつく-しむ;シ
1076;陣;10;1;Kozatohen;ジン;
1588;妊;7;1;"Onna, Onnahen";ニン;
1844;崩;11;1;"Yama, Yamahen";ホウ、くず-れる、くず-す;
309;汽;7;1;"Mizu, Sanzui, Shitamizu";キ;
565;弧;9;1;"Yumi, Yumihen";コ;
1077;尋;12;1;Sun;ジン、たず-ねる;ひろ
1333;丹;4;1;Ten;タン;に
1589;忍;7;1;"Kokoro, Risshinben, Shitagokoro";ニン、しの-ぶ、しの-ばせる;
54;陰;11;1;Kozatohen;イン、かげ、かげ-る;
310;奇;8;1;Dai;キ;く
822;磁;14;1;"Ishi, Ishihen";ジ;
1334;旦;5;1;"Nichi, Nichihen";タン、ダン;
2102;劣;6;1;Chikara;レツ、おと-る;
1079;須;12;1;Oogai;ス;シュ
1591;寧;14;1;Ukanmuri;ネイ;やす、むし
2103;烈;10;1;"Hi, Hihen, Renga";レツ;はげ
56;隠;14;1;Kozatohen;イン、かく-す、かく-れる;オン
2104;裂;12;1;"Koromo, Koromohen";レツ、さ-く、さ-ける;
57;韻;19;1;Oto;イン;
313;紀;9;1;"Ito, Itohen";キ;おさ、のり
825;鹿;11;1;Shika;しか、[か];ロク
1849;飽;13;1;"Shoku, Shokuhen";ホウ、あ-きる、あ-かす;
314;軌;9;1;"Kuruma, Kurumahen";キ;
1338;胆;9;1;"Niku, Nikuzuki";タン;きも、ぎも
1850;褒;15;1;"Koromo, Koromohen";ホウ、ほ-める;
315;既;10;1;Munyoo;キ、すで-に;
1083;垂;8;1;"Tsuchi, Tsuchihen";スイ、た-れる、た-らす;
1851;縫;16;1;"Ito, Itohen";ホウ、ぬ-う;
2107;廉;13;1;Madare;レン;かど
572;誇;13;1;"Gon, Gonben";コ、ほこ-る;
828;軸;12;1;"Kuruma, Kurumahen";ジク;
1084;炊;8;1;"Hi, Hihen, Renga";スイ、た-く;かし
1340;淡;11;1;"Mizu, Sanzui, Shitamizu";タン、あわ-い;
1596;粘;11;1;"Kome, Komehen";ネン、ねば-る;
573;鼓;13;1;Tsuzumi;コ、つづみ;
1085;帥;9;1;"Haba, Kinben";スイ;ソチ
1853;乏;4;1;No;ボウ、とぼ-しい;
2109;錬;16;1;"Kane, Kanehen";レン;ね
62;唄;10;1;"Kuchi, Kuchihen";[うた];バイ
318;飢;10;1;"Shoku, Shokuhen";キ、う-える;
1086;粋;10;1;"Kome, Komehen";スイ、いき;
1342;嘆;13;1;"Kuchi, Kuchihen";タン、なげ-く、なげ-かわしい;
2110;呂;7;1;"Kuchi, Kuchihen";ロ;リョ
319;鬼;10;1;"Oni, Kinyoo";キ、おに;
575;顧;21;1;Oogai;コ、かえり-みる;
1087;衰;10;1;"Koromo, Koromohen";スイ、おとろ-える;
1343;端;14;1;Tatsu;タン、はし、は、はた;ただ
1599;納;10;1;"Ito, Itohen";ノウ、[ナッ]、[ナ]、[ナン]、[トウ]、おさ-める、おさ-まる;い
2111;炉;8;1;"Hi, Hihen, Renga";ロ;
64;畝;10;1;"Ta, Tahen";うね;ポ、せ
1088;推;11;1;Tehen;スイ、お-す;
1856;妨;7;1;"Onna, Onnahen";ボウ、さまた-げる;
65;浦;10;1;"Mizu, Sanzui, Shitamizu";うら;ホ、ポ
833;疾;10;1;Yamaidare;シツ;や
1089;酔;11;1;"Tori, Torihen";スイ、よ-う;
1345;誕;15;1;"Gon, Gonben";タン;
834;執;11;1;"Tsuchi, Tsuchihen";シツ、シュウ、と-る;
1090;遂;12;1;Shinnyoo;スイ、と-げる;つい
1346;鍛;17;1;"Kane, Kanehen";タン、きた-える;
2114;露;21;1;"Ame, Amekanmuri";ロ、[ロウ]、つゆ;あらわ
579;呉;7;1;"Kuchi, Kuchihen";ゴ;くれ
1091;睡;13;1;"Me, Mehen";スイ;ねむ
1859;房;8;1;"To, Tokanmuri";ボウ、ふさ;ホウ
324;亀;11;1;"Otsu, Otsunyoo";キ、かめ;
1092;穂;15;1;"Nogi, Nogihen";スイ、ほ;
1604;把;7;1;Tehen;ハ;と
1860;肪;8;1;"Niku, Nikuzuki";ボウ;
581;娯;10;1;"Onna, Onnahen";ゴ;
837;漆;14;1;"Mizu, Sanzui, Shitamizu";シツ、うるし;
1093;随;12;1;Kozatohen;ズイ;したが
1861;某;9;1;"Ki, Kihen";ボウ;
326;幾;12;1;Itogashira;キ、いく;
